,Key,Ans,Marks,New Marks,Similarity,Grammer,Keyword
42,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",oop orgnizes a program around its dala (objects) and interfaces at that data. it's also defined as data controlling access code.,2,1,0.56592774,0.9288911819458008,0.568
43,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",The object oriented programing is a type of Programming where the code revolves around objects and its well defined objects. This means that a bunch of objects with well defined functions to access/modify them.,5,2,0.5485572,0.6245441436767578,0.432
44,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object Oriented Programming organizes its data, that is, it gives more importance to the data than the structural importance of data. It is defined as data controlling access to code",3,1,0.63146067,0.8944326043128967,0.136
45,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","An approach of programming where everything is represented as objets having a state and a behaviour. It can also be understood as a type of programming where the ""data controls classes to code""",2,1,0.4988099,0.577786386013031,0.288
46,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object oriented progamming can be characterized as data controlling access to code,2,1,0.5234639,0.9297469258308411,0.144
47,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object oriented programming is a type of programming where all the code is written in the form of classes and objects. In this, the code is organised around the data.",3,1,0.6593388,0.9865660071372986,0.424
48,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","This approach organizes a program around it's data (ie, objects) & a set of well defined Iterfaces to that data",1,0,0.63212705,0.6317501068115234,0.424
49,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object Oriented programming is a programming paradigm based on the concept of ""objects"", which can contain data and code: data in the form of fields, and code in the form of procedures. A feature of objects is that an objects in that an object's own procedures can access and often modify the data fields to of itself ",5,2,0.63138306,0.8432587385177612,0.136
50,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",It is the approach that organizes the program around the data and a set of null defined interfaces to the object,4,2,0.5976133,0.8990780115127563,0.568
51,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",OOP is at core of Java. It is a programming paradigm based on the concept of objects and set of well defined interfaces to that object,5,2,0.5661319,0.9903889298439026,0.288
52,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","any object oriented programming is the the programming which is object oriented approach in which the real world entities are divided into classes
and objects ",4,2,0.5778865,0.9107241034507751,0.288
53,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object-Oriented Programming is a methodology or a paradigm where a program uses classes and objects. It simplifies software developement and it is more focused on the data of the program and its security rather than the functions and process. This involves using objects which are entities having states and other data corresponding to it. Example: Person 1 is a object with atributes as name & Gender.,5,2,0.6418379,0.9440241456031799,0.712
54,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","object oriented programming is a method of implementation in which programs are Organized based on objects, each of which represent an instance of a class. A class contains all the data members, methods which can be used to modify / handle their objects. A class is similar to a blueprint. ",6,3,0.64283246,0.9479103088378906,0.0
55,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","This approach characterizes a program around its data and a set of well defined interfaces to that data.An object oriented plogram can be characterized as data controlling access to code. As the name suggests, it uses objects in programming. It aims to implement real world entities like inheritance, polymorphism etc. Oops concept brings this data and behavious in a single place called class and we can create any number of objects to represent different state for each object.",6,3,0.5134324,0.5931748151779175,0.856
56,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",An Object-oriented programming is a programming approach that organises the program ars around it's data (i e. the object) and a group of well-defined interfaces to that data.,5,2,0.6873967,0.7029421925544739,0.136
57,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming is an approach that organizes a program around the data (objects) and a set of well-defined interfaces to that data. It can be characterized as data controlling access to code.,5,2,0.6807397,0.9535216689109802,0.424
58,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","object oriented programming is a programing based on
the concepts of of bjects, which can contain data and code.",4,2,0.5970971,0.6989822387695312,0.136
59,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object Oriented programming is defined as a programming concept that lets us create methods and variables, then re-use all without compromising with security. It makes use of objects and classes And makes the code more reusable. ",5,2,0.5788792,0.965534508228302,0.0
60,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",The object oriented programming is an approach organizes a program around its data (that is objects) and a set of all well-defilled interfaces to that data. An object oriented program can be characterized as dar a controlling access to code.,5,2,0.65123504,0.6779050827026367,0.424
61,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object oriented programing is a computer programing model that organizes Software design around objects and not functions and logic. Au object is a data field that has unique attributes and behaviour. Object and oriented programing combines a group of variables and functions into a single unit called an object. These objects can be organized together to form classes.,7,3,0.7473016,0.9401715397834778,0.432
62,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object orientend Program is a programming feature which allows the accessing of data and statements. It used to bottom to top approach,5,2,0.68994737,0.9532095193862915,0.136
63,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","This approach organizes a program around its data, that is, objects, and a set of well defined interfaces to that data. An object oriented program is characterized as data controlling access to code.",4,2,0.63964695,0.9629504680633545,0.424
64,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",object oriented programming is one in which data is given preference over code ie. data defines codes. OOP consists of classes and objects. Class is the blueprint that object follows. Objects are real world entities,5,2,0.58322644,0.9590303897857666,0.424
65,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming  is at the core of Java. This approach organizes a program around its data (that is objects) and set of pre-defined interfaces to that data. An object oriented program can be characterized as data controlling access to code.,5,2,0.61941713,0.9660479426383972,0.424
66,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object-Oriented Programming is a programming practice based on the concepts of object and class. It is a approach organized around its data. The objects are real world entity that has a certain state ie. data members and behaviour ie. function. The class is a blueprint of objects which share some do similar properties.,6,3,0.6450028,0.6176099181175232,0.424
67,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",This approach organizes a program around its data (ie. objects) and a set of well defined interfaces to that data. An object oriented program can be characterised as data controlling access to code.,5,2,0.62684625,0.9612521529197693,0.424
68,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",This approach organizes a program around its data (ie. objects) and a set of well defined interfaces to that data. An object oriented program can be characterised as data controlling access to code.,5,2,0.62684625,0.9612521529197693,0.424
69,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming is a programming language on which code is written inside the class,3,1,0.5811776,0.9842568039894104,0.0
70,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","This approach organizes a program around its object and a a set of well defined to interfaces that data. An object oriented program can be characterized as data controlling access to code. OOP is based on concept of objects, which can contain data and code, data in the form of fields and behaviour in the form of procedures",5,2,0.6662912,0.8755645751953125,0.712
71,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object oriented programming is the core of Java, and all java programs are in some extent object oriented. Object-oriented programming organizes a program around its data (objects) and a set of null-defined interfaces to that data. It can be characterized as data controlling access to code.",5,2,0.5983802,0.9756293892860413,0.568
72,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object oriented programming is at the core of java .This approach organizes its program around its data and a set of well-defined interface to that data. Object oriented programming can be characterized as data controlling access to code.,5,2,0.62942487,0.897232711315155,0.424
73,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","This approach organizes its program around its data and a set of well-defined interface to that data. The focus is on the to the data rather than the code. It can be charcterized as ""data controlling access to code"". ",5,2,0.5677006,0.5158306956291199,0.424
74,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object oriented Programming is a programming language that relies on the concept of classes and object. It is used to strulare a software program into simple, reusable piece of code blueprints which are used to create individual instance of objects",5,2,0.5822112,0.933790922164917,0.144
75,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming is a computer programming model that organizes software design around data or objects rather than functions or and logic. Object Oriented Programming focuses on the objects that developers want to manipulate rather than the logic required to manipulate them,7,3,0.7558469,0.8995137810707092,0.424
76,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",This approach organizes its program around its data and a set of well-defined interface to that data. It can be charcterized as data controlling access to code.,4,2,0.5920082,0.7063213586807251,0.424
77,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object oriented programming is a programming paradigm which contains code and are more useful as they consider objects rather than a information approach.,3,1,0.6282675,0.6822924017906189,0.0
78,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object Oriented Programming is an approach in which the program execution is mainly carried out using objects and classes. The emphasis in oops is on data rather than on functions. This approach organizes a program around data and establishes a set of will defined interfaces to that data,",5,2,0.693789,0.9838632345199585,0.568
79,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",object oriented program means it is special feature of programming language where all the code and data will be in the class through objects we can access the data this is called object oriented program,4,2,0.55485743,0.6882492899894714,0.136
80,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object-oriented programming is used to provide the code a structure and increase code resusability. It aims to implement inheritance polymorphism, etc. in programming. The main aim is to bind the data and the functions that operate on them.",5,2,0.52714485,0.9275243282318115,0.568
81,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Objected oriented programmaing is the type of programming where the objects (data) controls the access to the program code. An object of a class created is used to call functions of that class,4,2,0.59617573,0.8218328356742859,0.712
82,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming is the making use of objects and data to monitor and compiler the code,2,1,0.60014445,0.536675214767456,0.136
83,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object oriented programing is programing using the idea of classes and objects to design and display the programs.,4,2,0.6328062,0.9514297842979431,0.0
84,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object Oriented Programming provides a method of organising the program around its data (or instances) through a set of well defined interfaces, that is, data controlling access to code",4,2,0.65531904,0.9254347681999207,0.424
85,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming is at the core of Java. The approach organizes a program around its data (ie. objects) and a set of well defined interfaces to that data,4,2,0.6424542,0.9883459210395813,0.568
86,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programing is a method of programming where the code is written around the data . It encompasses objects and a set of well-defined interfaces to the data. It can be characterised as data controlling access to code,5,2,0.6437497,0.9642234444618225,0.424
87,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","It refers to languages that uses objects in programming. It aims to implement real-world entities like inheritance, hiding, etc.",2,1,0.44941857,0.9491068720817566,0.288
88,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object oriented programming organizes a program around its data and a set of well-defined interfaces to that data. It can be characterized as data controlling access to code.,4,2,0.6367553,0.959324061870575,0.424
89,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming is a programming language based on concept of objects which can contain data and code.,3,1,0.64165694,0.9728014469146729,0.136
90,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming is a programming language based on concept of objects which can contain data and code.,3,1,0.64165694,0.9728014469146729,0.136
91,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object Oriented Programming  is about creating objects that contain Both data and methods. In oop, programmers define the data type of a data structure and the type of operations that can applied to the data structure. ",4,2,0.5769905,0.9509925246238708,0.424
92,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming is the approach that organizes a program around its data ie. objects and set of well designed interfaces to the data. It can be  characterized as data controlling access to code,4,2,0.68852484,0.9431106448173523,0.568
93,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented poogsaming is the feature which has a programming languge structure where in the data and their associated processing are defined as self contained entities called objects.,3,1,0.51022166,0.7668187618255615,0.28
94,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",the obiect oriented programming is the approach to organize a Program around it's data and set of well defined interfaces,4,2,0.6432471,0.8114209175109863,0.424
95,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object oriented programing is programing using the idea of classes and objects to design and display programs.,3,1,0.62947965,0.9536342024803162,0.0
96,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","Object Oriented Programming refers to languages that uses objects in programming . It aims to implement realworld entities like inheritance, hiding, polymorphism etc. in programming. ",4,2,0.5179268,0.9193812012672424,0.288
97,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.",Object Oriented Programming this method organizes a program around it's data a set of well-defined interfaces to that data. It can be characterized as data controlling access to code,4,2,0.6522533,0.6154572367668152,0.424
98,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","object oriented programing is a programing paradigm based On the concept of objects, which can contain data and code. Data in the form of fields, and code in the form of procedures",4,2,0.6263946,0.9332006573677063,0.136
99,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","OOP is a computer programming model which is based on the concept of data organized in the form of objects, it gives more importance to data and objects as compared to the function logic.",6,3,0.7696216,0.8628478646278381,0.28
100,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","OOP uses objects in programming. oop aims implement to real-world entities like encapsulation,polymorphism etc in programming. The main aim of oop bind is to together the data and functions that operate on them so that no other part of the code can access that this data except that function .",6,3,0.585776,0.9293439388275146,0.856
101,"Object-oriented programming (OOP) is a computer programming model that organizes software design around data, or objects, rather than functions and logic. It follows the bottom-up approach.","OOP is a computer programming paradigm that focuses on storing data in the form of objects. It has features such as polymorphism, inheritence and modules,which focus on objects and data and not the function logic",6,3,0.7055711,0.9858717322349548,0.28
